ID_Envio,Fecha_Despacho,Comuna_Destino,Distancia_KM,Tiempo_Prometido_Hrs,Tiempo_Real_Hrs,Estado_Entrega,Motivo_Falla,Tipo_Vehiculo,Costo_Envio_CLP
ENV-2026-00567,2026-07-23 02:05:00,San Bernardo,14.3,24.0,29.1,Entregado con Atraso,Tráfico/Congestión,Motocicleta,5100.0
ENV-2026-00568,2026-08-17 20:20:00,San Bernardo,12.8,48.0,97.8,Fallido,Cliente Ausente,Motocicleta,5400.0
ENV-2026-00569,2026-08-12 00:01:00,San Bernardo,30.8,24.0,25.7,Entregado con Atraso,Cliente Ausente,Camión 3.5T,7700.0
ENV-2026-00570,2026-07-26 06:22:00,La Florida,31.8,48.0,27.7,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7800.0
ENV-2026-00571,2026-08-22 06:54:00,Maipú,27.5,24.0,20.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7000.0
ENV-2026-00572,2026-07-24 20:04:00,Puente Alto,25.9,24.0,34.7,Fallido,Cliente Ausente,Camión 3.5T,6800.0
ENV-2026-00573,2026-08-29 19:08:00,Maipú,12.9,24.0,40.8,Fallido,Tráfico/Congestión,Furgón 1.5T,4800.0
ENV-2026-00574,2026-07-24 20:42:00,Puente Alto,27.6,24.0,27.0,Entregado con Atraso,Tráfico/Congestión,Motocicleta,7200.0
ENV-2026-00575,2026-07-28 17:45:00,La Florida,23.9,48.0,129.6,Fallido,Dirección Incorrecta,Furgón 1.5T,6400.0
ENV-2026-00576,2026-08-11 05:20:00,Puente Alto,10.2,24.0,24.6,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,4400.0
ENV-2026-00577,2026-08-03 05:26:00,Maipú,28.8,24.0,19.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7300.0
ENV-2026-00578,2026-08-26 10:38:00,Santiago,34.7,48.0,47.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8300.0
ENV-2026-00579,2026-07-28 04:33:00,Las Condes,10.6,24.0,17.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4800.0
ENV-2026-00580,2026-07-07 03:03:00,Quilicura,34.2,24.0,36.1,Fallido,Zona Inaccesible,Furgón Eléctrico,8600.0
ENV-2026-00581,2026-07-24 12:43:00,Santiago,17.2,24.0,27.5,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5400.0
ENV-2026-00582,2026-07-06 04:26:00,Pudahuel,14.1,24.0,26.0,Entregado con Atraso,Cliente Ausente,Camión 3.5T,5400.0
ENV-2026-00583,2026-07-31 22:27:00,Puente Alto,16.1,48.0,26.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5300.0
ENV-2026-00584,2026-07-23 23:22:00,Santiago,10.2,12.0,13.8,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4600.0
ENV-2026-00585,2026-08-07 22:16:00,Las Condes,24.0,24.0,18.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7000.0
ENV-2026-00586,2026-07-31 09:23:00,Maipú,21.9,24.0,15.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6400.0
ENV-2026-00587,2026-07-18 11:31:00,San Bernardo,9.9,24.0,19.9,Entregado a Tiempo,Sin Falla,Motocicleta,4400.0
ENV-2026-00588,2026-07-15 23:01:00,La Florida,13.7,24.0,14.8,Entregado a Tiempo,Sin Falla,Motocicleta,5500.0
ENV-2026-00589,2026-07-20 21:25:00,Santiago,32.1,24.0,15.0,Entregado a Tiempo,Sin Falla,Motocicleta,8100.0
ENV-2026-00590,2026-07-19 23:13:00,Las Condes,5.8,12.0,17.6,Fallido,Cliente Ausente,Motocicleta,4200.0
ENV-2026-00591,2026-07-03 09:54:00,Quilicura,28.4,24.0,26.0,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7300.0
ENV-2026-00592,2026-07-16 22:17:00,Santiago,7.8,24.0,32.5,Fallido,Cliente Ausente,Furgón 1.5T,4400.0
ENV-2026-00593,2026-08-06 18:36:00,San Bernardo,10.9,24.0,28.3,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4800.0
ENV-2026-00594,2026-07-13 21:25:00,La Florida,34.4,12.0,7.8,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,8100.0
ENV-2026-00595,2026-08-19 01:42:00,Santiago,4.0,48.0,59.4,Entregado con Atraso,Tráfico/Congestión,Motocicleta,3900.0
ENV-2026-00596,2026-08-19 08:47:00,Quilicura,26.5,12.0,15.0,Entregado con Atraso,Tráfico/Congestión,Motocicleta,7500.0
ENV-2026-00597,2026-08-14 11:14:00,Maipú,31.3,24.0,24.9,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,8200.0
ENV-2026-00598,2026-08-20 22:00:00,Pudahuel,19.5,12.0,10.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5900.0
ENV-2026-00599,2026-07-08 05:53:00,Maipú,15.4,24.0,16.4,Entregado a Tiempo,Sin Falla,Camión 3.5T,5400.0
ENV-2026-00600,2026-07-20 21:03:00,Las Condes,29.2,12.0,21.8,Fallido,Cliente Ausente,Furgón 1.5T,7500.0
ENV-2026-00601,2026-07-09 21:17:00,Maipú,28.0,48.0,94.6,Fallido,Tráfico/Congestión,Furgón 1.5T,7600.0
ENV-2026-00602,2026-08-03 12:23:00,Puente Alto,19.5,24.0,18.7,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6300.0
ENV-2026-00603,2026-08-15 14:05:00,Santiago,11.4,48.0,60.2,Entregado con Atraso,Tráfico/Congestión,Motocicleta,5100.0
ENV-2026-00604,2026-08-21 01:06:00,Las Condes,13.7,48.0,19.0,Entregado a Tiempo,Sin Falla,Camión 3.5T,5000.0
ENV-2026-00605,2026-08-23 02:01:00,Maipú,31.1,24.0,20.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7900.0
ENV-2026-00606,2026-08-18 02:12:00,Quilicura,9.9,48.0,45.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4400.0
ENV-2026-00607,2026-07-27 00:54:00,Quilicura,11.8,12.0,8.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4800.0
ENV-2026-00608,2026-08-07 07:07:00,Santiago,30.6,12.0,13.3,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,7700.0
ENV-2026-00609,2026-08-07 11:48:00,Maipú,21.1,24.0,30.0,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6100.0
ENV-2026-00610,2026-08-04 17:35:00,Quilicura,25.9,24.0,22.0,Entregado a Tiempo,Sin Falla,Motocicleta,6900.0
ENV-2026-00611,2026-07-29 15:50:00,Quilicura,8.0,24.0,11.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4100.0
ENV-2026-00612,2026-07-10 14:05:00,Santiago,34.6,24.0,25.2,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,8100.0
ENV-2026-00613,2026-07-17 07:07:00,Quilicura,12.1,48.0,91.4,Fallido,Cliente Ausente,Furgón 1.5T,5000.0
ENV-2026-00614,2026-07-11 21:54:00,Pudahuel,7.1,24.0,20.1,Entregado a Tiempo,Sin Falla,Camión 3.5T,3900.0
ENV-2026-00615,2026-07-20 04:33:00,Puente Alto,34.6,24.0,28.3,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,8500.0
ENV-2026-00616,2026-08-17 19:37:00,San Bernardo,26.0,48.0,56.0,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,7000.0
ENV-2026-00617,2026-07-13 17:33:00,La Florida,7.4,48.0,142.2,Fallido,Zona Inaccesible,Motocicleta,4000.0
ENV-2026-00618,2026-08-28 07:05:00,Las Condes,31.2,24.0,22.1,Entregado a Tiempo,Sin Falla,Motocicleta,8000.0
ENV-2026-00619,2026-08-11 19:47:00,Maipú,15.6,24.0,22.4,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5800.0
ENV-2026-00620,2026-07-06 10:20:00,Maipú,7.7,12.0,15.3,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,4600.0
ENV-2026-00621,2026-08-27 08:41:00,La Florida,3.5,24.0,20.6,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,3300.0
ENV-2026-00622,2026-07-12 18:10:00,Puente Alto,10.1,12.0,13.4,Entregado con Atraso,Tráfico/Congestión,Motocicleta,4600.0
ENV-2026-00623,2026-07-18 04:21:00,Puente Alto,8.2,24.0,16.3,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,4500.0
ENV-2026-00624,2026-08-23 11:25:00,Quilicura,33.1,24.0,23.0,Entregado a Tiempo,Sin Falla,Motocicleta,8100.0
ENV-2026-00625,2026-08-01 04:20:00,Pudahuel,9.4,24.0,25.8,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,4300.0
ENV-2026-00626,2026-08-10 03:26:00,Puente Alto,4.6,24.0,31.7,Fallido,Dirección Incorrecta,Furgón 1.5T,4000.0
ENV-2026-00627,2026-07-16 23:04:00,Maipú,18.4,24.0,19.2,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6100.0
ENV-2026-00628,2026-08-23 16:05:00,Maipú,4.0,24.0,17.0,Entregado a Tiempo,Sin Falla,Camión 3.5T,4000.0
ENV-2026-00629,2026-08-07 09:22:00,Santiago,14.5,24.0,51.3,Fallido,Cliente Ausente,Furgón 1.5T,5500.0
ENV-2026-00630,2026-08-10 10:41:00,Maipú,28.5,12.0,6.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7400.0
ENV-2026-00631,2026-08-13 17:43:00,Pudahuel,19.8,24.0,24.7,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,6200.0
ENV-2026-00632,2026-08-17 09:25:00,Santiago,13.1,24.0,56.3,Fallido,Cliente Ausente,Furgón Eléctrico,5000.0
ENV-2026-00633,2026-07-01 08:15:00,Santiago,18.2,24.0,48.1,Fallido,Cliente Ausente,Furgón 1.5T,6200.0
ENV-2026-00634,2026-07-28 14:33:00,La Florida,15.1,24.0,18.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5100.0
ENV-2026-00635,2026-07-29 19:34:00,Las Condes,5.3,48.0,109.2,Fallido,Cliente Ausente,Furgón Eléctrico,3900.0
ENV-2026-00636,2026-07-01 20:23:00,Santiago,13.8,24.0,39.7,Fallido,Tráfico/Congestión,Furgón 1.5T,5000.0
ENV-2026-00637,2026-07-28 22:02:00,La Florida,26.8,24.0,21.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7500.0
ENV-2026-00638,2026-08-21 11:26:00,San Bernardo,31.4,24.0,19.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7800.0
ENV-2026-00639,2026-08-20 12:31:00,La Florida,11.7,24.0,38.4,Fallido,Tráfico/Congestión,Furgón 1.5T,5200.0
ENV-2026-00640,2026-08-11 03:35:00,San Bernardo,11.3,24.0,19.7,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,5100.0
ENV-2026-00641,2026-08-03 17:34:00,Maipú,9.0,24.0,17.4,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,4800.0
ENV-2026-00642,2026-07-19 23:33:00,Puente Alto,21.0,24.0,23.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6300.0
ENV-2026-00643,2026-08-05 00:03:00,Las Condes,21.9,48.0,27.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6300.0
ENV-2026-00644,2026-07-30 05:23:00,Maipú,34.1,24.0,23.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8100.0
ENV-2026-00645,2026-08-15 12:11:00,La Florida,15.2,24.0,29.6,Entregado con Atraso,Tráfico/Congestión,Camión 3.5T,5200.0
ENV-2026-00646,2026-08-11 23:06:00,Puente Alto,30.9,12.0,11.4,Entregado a Tiempo,Sin Falla,Motocicleta,7400.0
ENV-2026-00647,2026-08-20 22:38:00,Maipú,33.5,24.0,21.4,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,7800.0
ENV-2026-00648,2026-07-12 08:28:00,Las Condes,8.1,24.0,40.6,Fallido,Dirección Incorrecta,Furgón Eléctrico,4400.0
ENV-2026-00649,2026-07-29 21:13:00,La Florida,27.9,48.0,26.7,Entregado a Tiempo,Sin Falla,Motocicleta,7000.0
ENV-2026-00650,2026-07-03 13:21:00,Santiago,3.9,12.0,18.0,Fallido,Zona Inaccesible,Furgón 1.5T,3900.0
ENV-2026-00651,2026-07-26 02:43:00,Las Condes,25.3,48.0,68.8,Fallido,Dirección Incorrecta,Camión 3.5T,7100.0
ENV-2026-00652,2026-07-18 23:52:00,Pudahuel,9.2,24.0,26.5,Entregado con Atraso,Cliente Ausente,Motocicleta,4500.0
ENV-2026-00653,2026-08-19 08:30:00,Puente Alto,9.3,48.0,30.1,Entregado a Tiempo,Sin Falla,Camión 3.5T,4700.0
ENV-2026-00654,2026-07-23 00:13:00,Maipú,6.8,12.0,19.0,Fallido,Cliente Ausente,Furgón 1.5T,4100.0
ENV-2026-00655,2026-07-30 22:31:00,Las Condes,3.7,12.0,9.2,Entregado a Tiempo,Sin Falla,Motocicleta,3600.0
ENV-2026-00656,2026-08-07 02:17:00,Pudahuel,33.1,24.0,45.3,Fallido,Zona Inaccesible,Furgón 1.5T,8300.0
ENV-2026-00657,2026-07-16 07:33:00,Puente Alto,16.7,24.0,13.5,Entregado a Tiempo,Sin Falla,Camión 3.5T,5700.0
ENV-2026-00658,2026-08-16 06:56:00,San Bernardo,12.4,24.0,46.8,Fallido,Tráfico/Congestión,Furgón 1.5T,5100.0
ENV-2026-00659,2026-07-12 19:56:00,Quilicura,13.8,12.0,12.7,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,5400.0
ENV-2026-00660,2026-07-06 10:09:00,Santiago,8.2,24.0,20.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4500.0
ENV-2026-00661,2026-08-17 07:00:00,San Bernardo,19.8,24.0,17.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6300.0
ENV-2026-00662,2026-08-03 07:27:00,Pudahuel,17.4,48.0,45.9,Entregado a Tiempo,Sin Falla,Motocicleta,5900.0
ENV-2026-00663,2026-08-01 16:36:00,Maipú,24.1,24.0,19.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6900.0
ENV-2026-00664,2026-08-13 01:18:00,Las Condes,26.2,24.0,11.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7400.0
ENV-2026-00665,2026-07-10 15:38:00,Las Condes,32.6,24.0,38.0,Fallido,Dirección Incorrecta,Motocicleta,7700.0
ENV-2026-00666,2026-08-03 18:12:00,Las Condes,11.9,24.0,45.5,Fallido,Dirección Incorrecta,Motocicleta,5100.0
ENV-2026-00667,2026-08-20 08:55:00,Las Condes,31.6,12.0,9.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8100.0
ENV-2026-00668,2026-07-07 07:52:00,Puente Alto,17.4,12.0,14.1,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,5900.0
ENV-2026-00669,2026-07-07 18:50:00,La Florida,28.3,48.0,28.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7300.0
ENV-2026-00670,2026-08-07 06:30:00,Las Condes,28.4,12.0,15.1,Entregado con Atraso,Cliente Ausente,Motocicleta,7700.0
ENV-2026-00671,2026-07-26 22:22:00,Quilicura,30.5,12.0,16.1,Fallido,Cliente Ausente,Motocicleta,8000.0
ENV-2026-00672,2026-07-18 19:29:00,Las Condes,30.4,24.0,16.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8000.0
ENV-2026-00673,2026-08-13 13:00:00,San Bernardo,7.9,24.0,48.5,Fallido,Tráfico/Congestión,Furgón Eléctrico,4200.0
ENV-2026-00674,2026-07-13 04:38:00,Puente Alto,11.5,24.0,11.6,Entregado a Tiempo,Sin Falla,Motocicleta,5200.0
ENV-2026-00675,2026-07-29 08:35:00,Quilicura,24.8,24.0,42.2,Fallido,Cliente Ausente,Motocicleta,6900.0
ENV-2026-00676,2026-07-15 11:27:00,La Florida,17.7,12.0,9.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5800.0
ENV-2026-00677,2026-07-16 15:07:00,Maipú,31.2,24.0,16.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7600.0
ENV-2026-00678,2026-07-30 23:15:00,La Florida,9.6,48.0,84.1,Fallido,Tráfico/Congestión,Furgón 1.5T,4500.0
ENV-2026-00679,2026-07-13 11:47:00,Las Condes,28.1,24.0,14.1,Entregado a Tiempo,Sin Falla,Camión 3.5T,7100.0
ENV-2026-00680,2026-07-31 16:51:00,San Bernardo,9.4,24.0,51.3,Fallido,Cliente Ausente,Motocicleta,4600.0
ENV-2026-00681,2026-07-05 10:07:00,La Florida,31.1,24.0,46.0,Fallido,Dirección Incorrecta,Furgón 1.5T,8100.0
ENV-2026-00682,2026-07-15 15:29:00,Pudahuel,11.3,24.0,18.2,Entregado a Tiempo,Sin Falla,Camión 3.5T,4600.0
ENV-2026-00683,2026-07-27 06:32:00,Las Condes,28.2,24.0,19.7,Entregado a Tiempo,Sin Falla,Motocicleta,7600.0
ENV-2026-00684,2026-08-23 11:10:00,San Bernardo,5.1,24.0,16.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3900.0
ENV-2026-00685,2026-07-26 23:45:00,Santiago,24.9,24.0,21.0,Entregado a Tiempo,Sin Falla,Motocicleta,7200.0
ENV-2026-00686,2026-07-15 15:34:00,Santiago,22.9,24.0,16.4,Entregado a Tiempo,Sin Falla,Furgón Eléctrico,6500.0
ENV-2026-00687,2026-08-14 07:49:00,Las Condes,32.4,12.0,12.9,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,8100.0
ENV-2026-00688,2026-07-09 12:00:00,Las Condes,4.2,24.0,18.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3800.0
ENV-2026-00689,2026-08-21 22:26:00,Pudahuel,16.2,48.0,68.6,Fallido,Dirección Incorrecta,Motocicleta,5300.0
ENV-2026-00690,2026-08-27 14:01:00,Quilicura,34.5,12.0,12.3,Entregado con Atraso,Cliente Ausente,Motocicleta,8500.0
ENV-2026-00691,2026-07-30 13:36:00,Puente Alto,32.6,12.0,7.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8000.0
ENV-2026-00692,2026-07-07 16:14:00,Las Condes,19.8,24.0,18.2,Entregado a Tiempo,Sin Falla,Motocicleta,6200.0
ENV-2026-00693,2026-07-28 06:47:00,Pudahuel,14.6,48.0,32.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5600.0
ENV-2026-00694,2026-07-27 00:41:00,Las Condes,17.4,24.0,19.6,Entregado a Tiempo,Sin Falla,Camión 3.5T,5500.0
ENV-2026-00695,2026-07-09 04:10:00,Las Condes,26.7,24.0,15.7,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7100.0
ENV-2026-00696,2026-07-12 23:42:00,Maipú,3.1,24.0,11.8,Entregado a Tiempo,Sin Falla,Camión 3.5T,3600.0
ENV-2026-00697,2026-07-03 17:15:00,La Florida,30.3,24.0,49.0,Fallido,Cliente Ausente,Motocicleta,7700.0
ENV-2026-00698,2026-07-07 21:58:00,San Bernardo,11.6,24.0,21.5,Entregado a Tiempo,Sin Falla,Motocicleta,4800.0
ENV-2026-00699,2026-08-23 18:10:00,La Florida,11.5,24.0,19.7,Entregado a Tiempo,Sin Falla,Motocicleta,4600.0
ENV-2026-00700,2026-07-28 01:44:00,Maipú,32.8,24.0,27.3,Entregado con Atraso,Tráfico/Congestión,Furgón Eléctrico,8300.0
ENV-2026-00701,2026-07-01 08:46:00,La Florida,32.5,24.0,16.6,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7800.0
ENV-2026-00702,2026-08-28 20:38:00,Maipú,14.6,24.0,18.4,Entregado a Tiempo,Sin Falla,Camión 3.5T,5200.0
ENV-2026-00703,2026-08-17 03:27:00,Quilicura,32.6,48.0,47.5,Entregado a Tiempo,Sin Falla,Motocicleta,8400.0
ENV-2026-00704,2026-07-04 21:26:00,Quilicura,15.9,24.0,34.6,Fallido,Tráfico/Congestión,Furgón Eléctrico,5200.0
ENV-2026-00705,2026-07-16 12:22:00,San Bernardo,11.6,48.0,26.4,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5200.0
ENV-2026-00706,2026-07-30 21:15:00,La Florida,4.6,12.0,14.0,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,4000.0
ENV-2026-00707,2026-07-10 21:08:00,Las Condes,14.8,24.0,27.1,Entregado con Atraso,Tráfico/Congestión,Furgón 1.5T,5200.0
ENV-2026-00708,2026-07-23 01:38:00,La Florida,13.3,24.0,16.9,Entregado a Tiempo,Sin Falla,Camión 3.5T,5200.0
ENV-2026-00709,2026-07-22 20:07:00,Las Condes,9.8,48.0,56.7,Entregado con Atraso,Tráfico/Congestión,Motocicleta,4300.0
ENV-2026-00710,2026-08-15 18:09:00,Puente Alto,18.8,24.0,16.2,Entregado a Tiempo,Sin Falla,Camión 3.5T,6000.0
ENV-2026-00711,2026-08-16 04:13:00,San Bernardo,20.2,24.0,33.2,Fallido,Cliente Ausente,Motocicleta,6500.0
ENV-2026-00712,2026-07-21 12:41:00,Quilicura,24.0,24.0,27.9,Entregado con Atraso,Cliente Ausente,Camión 3.5T,6500.0
ENV-2026-00713,2026-07-21 02:09:00,Santiago,17.7,24.0,39.0,Fallido,Dirección Incorrecta,Motocicleta,5700.0
ENV-2026-00714,2026-07-14 03:21:00,Quilicura,11.7,48.0,58.8,Entregado con Atraso,Cliente Ausente,Furgón Eléctrico,4800.0
ENV-2026-00715,2026-07-30 09:22:00,Quilicura,21.3,24.0,16.7,Entregado a Tiempo,Sin Falla,Camión 3.5T,6400.0
ENV-2026-00716,2026-08-25 08:47:00,Puente Alto,5.7,24.0,59.5,Fallido,Cliente Ausente,Furgón 1.5T,3800.0
ENV-2026-00717,2026-08-03 08:33:00,Puente Alto,32.2,24.0,15.8,Entregado a Tiempo,Sin Falla,Camión 3.5T,8100.0
ENV-2026-00718,2026-08-11 07:32:00,Puente Alto,5.2,48.0,84.4,Fallido,Cliente Ausente,Motocicleta,3900.0
ENV-2026-00719,2026-08-18 00:56:00,San Bernardo,25.0,24.0,46.4,Fallido,Dirección Incorrecta,Motocicleta,6800.0
ENV-2026-00720,2026-08-17 17:29:00,Santiago,26.6,48.0,96.1,Fallido,Tráfico/Congestión,Furgón 1.5T,7300.0
ENV-2026-00721,2026-07-17 02:00:00,La Florida,14.9,24.0,9.7,Entregado a Tiempo,Sin Falla,Motocicleta,5300.0
ENV-2026-00722,2026-07-10 23:19:00,Maipú,12.4,48.0,50.8,Entregado con Atraso,Cliente Ausente,Furgón 1.5T,4900.0
ENV-2026-00723,2026-08-23 03:36:00,Las Condes,11.2,24.0,33.4,Fallido,Tráfico/Congestión,Furgón Eléctrico,4500.0
ENV-2026-00724,2026-08-09 13:53:00,Santiago,15.1,24.0,22.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5600.0
ENV-2026-00725,2026-07-28 14:50:00,Maipú,31.9,24.0,47.7,Fallido,Dirección Incorrecta,Motocicleta,7900.0
ENV-2026-00726,2026-07-15 00:27:00,San Bernardo,7.9,24.0,22.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4100.0
ENV-2026-00727,2026-08-24 06:11:00,San Bernardo,18.1,24.0,25.4,Entregado con Atraso,Cliente Ausente,Furgón Eléctrico,5900.0
ENV-2026-00728,2026-07-31 01:47:00,Santiago,18.5,48.0,79.5,Fallido,Zona Inaccesible,Furgón 1.5T,5600.0
ENV-2026-00729,2026-07-26 12:44:00,La Florida,16.1,48.0,67.5,Fallido,Dirección Incorrecta,Motocicleta,5600.0
ENV-2026-00730,2026-07-14 03:22:00,Quilicura,19.5,12.0,8.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6300.0
ENV-2026-00731,2026-08-13 00:38:00,Maipú,20.6,24.0,18.2,Entregado a Tiempo,Sin Falla,Motocicleta,6300.0
ENV-2026-00732,2026-07-05 03:33:00,Quilicura,32.1,24.0,48.6,Fallido,Dirección Incorrecta,Furgón 1.5T,8300.0
ENV-2026-00733,2026-07-12 07:15:00,Quilicura,15.2,24.0,44.0,Fallido,Dirección Incorrecta,Furgón 1.5T,5100.0
ENV-2026-00734,2026-08-16 17:10:00,Maipú,23.9,24.0,16.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,6700.0
ENV-2026-00735,2026-07-21 06:45:00,San Bernardo,8.1,24.0,12.4,Entregado a Tiempo,Sin Falla,Motocicleta,4100.0
ENV-2026-00736,2026-08-09 02:18:00,Pudahuel,6.0,12.0,8.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4100.0
ENV-2026-00737,2026-07-09 09:36:00,La Florida,33.7,24.0,18.5,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8200.0
ENV-2026-00738,2026-08-25 04:43:00,Quilicura,28.6,24.0,15.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,7600.0
ENV-2026-00739,2026-07-06 10:15:00,Santiago,29.5,12.0,10.3,Entregado a Tiempo,Sin Falla,Motocicleta,7900.0
ENV-2026-00740,2026-07-02 22:55:00,San Bernardo,3.1,48.0,34.8,Entregado a Tiempo,Sin Falla,Furgón 1.5T,3300.0
ENV-2026-00741,2026-07-26 23:43:00,San Bernardo,21.6,24.0,18.1,Entregado a Tiempo,Sin Falla,Motocicleta,6300.0
ENV-2026-00742,2026-07-25 09:46:00,San Bernardo,16.0,24.0,32.9,Fallido,Dirección Incorrecta,Furgón Eléctrico,5900.0
ENV-2026-00743,2026-08-11 22:22:00,San Bernardo,12.0,48.0,42.3,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4600.0
ENV-2026-00744,2026-08-23 23:52:00,Pudahuel,20.7,24.0,31.5,Fallido,Cliente Ausente,Furgón 1.5T,6400.0
ENV-2026-00745,2026-08-13 15:33:00,San Bernardo,14.3,12.0,8.1,Entregado a Tiempo,Sin Falla,Furgón 1.5T,5600.0
ENV-2026-00746,2026-08-27 11:38:00,Maipú,26.0,24.0,21.7,Entregado a Tiempo,Sin Falla,Motocicleta,7000.0
ENV-2026-00747,2026-08-11 06:20:00,Pudahuel,11.7,24.0,56.9,Fallido,Tráfico/Congestión,Furgón 1.5T,5100.0
ENV-2026-00748,2026-08-11 02:22:00,Las Condes,8.8,48.0,32.9,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4300.0
ENV-2026-00749,2026-08-02 10:09:00,San Bernardo,16.6,24.0,46.7,Fallido,Dirección Incorrecta,Furgón Eléctrico,5900.0
ENV-2026-00750,2026-07-29 22:27:00,Las Condes,7.4,48.0,43.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4100.0
ENV-2026-00751,2026-07-11 15:54:00,Maipú,34.4,24.0,22.2,Entregado a Tiempo,Sin Falla,Furgón 1.5T,8000.0
ENV-2026-00752,2026-07-03 10:55:00,Pudahuel,4.0,24.0,15.7,Entregado a Tiempo,Sin Falla,Motocicleta,4000.0
ENV-2026-00753,2026-08-11 18:22:00,La Florida,9.0,12.0,9.0,Entregado a Tiempo,Sin Falla,Furgón 1.5T,4600.0
ENV-2026-00754,2026-07-18 09:39:00,La Florida,22.2,12.0,20.7,Fallido,Cliente Ausente,Furgón 1.5T,6800.0
ENV-2026-00755,2026-07-23 06:54:00,Puente Alto,19.3,24.0,23.5,Entregado a Tiempo,Sin Falla,Motocicleta,6200.0
ENV-2026-00756,2026-07-26 09:34:00,San Bernardo,5.4,12.0,10.2,Entregado a Tiempo,Sin Falla,Motocicleta,3700.0
