ID_Ticket,Fecha_Apertura,Fecha_Cierre,Pais,Plataforma,Canal_Atencion,Categoria_Problema,Prioridad,Tiempo_Resolucion_Horas,CSAT_Satisfaccion
TCK-2024-00555,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,iOS,Formulario App,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00556,2026-08-28 06:54:07,2026-09-01 07:09:27,Perú,Android,ChatBot Web,Falla en Reproducción / Error System,Baja,96.26,1
TCK-2024-00557,2026-08-27 11:09:57,2026-08-31 21:45:31,México,Web Browser,Email Soporte,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00558,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Smart TV,Formulario App,Falla en Reproducción / Error System,Alta,10.91,4
TCK-2024-00559,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,Android,Redes Sociales,Interfaz No Responsiva / UX,Crítica,47.71,1
TCK-2024-00560,2026-08-22 20:22:44,2026-08-23 01:50:47,Colombia,Web Browser,Redes Sociales,Error de Autenticación / Login,Baja,5.47,3
TCK-2024-00561,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Web Browser,Email Soporte,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00562,2026-08-29 06:16:18,2026-08-29 17:02:41,México,Web Browser,ChatBot Web,Error de Autenticación / Login,Baja,10.77,4
TCK-2024-00563,2026-08-28 06:54:07,2026-09-01 07:09:27,Colombia,iOS,ChatBot Web,Falla en Reproducción / Error System,Media,96.26,3
TCK-2024-00564,2026-08-27 11:09:57,2026-08-31 21:45:31,México,Android,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,3
TCK-2024-00565,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Web Browser,Formulario App,Falla en Reproducción / Error System,Media,10.91,4
TCK-2024-00566,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Android,Redes Sociales,Interfaz No Responsiva / UX,Crítica,47.71,1
TCK-2024-00567,2026-08-22 20:22:44,2026-08-23 01:50:47,Colombia,Web Browser,Email Soporte,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00568,2026-09-01 18:05:02,2026-09-01 20:21:02,México,Android,Formulario App,Error de Autenticación / Login,Alta,2.27,5
TCK-2024-00569,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Web Browser,Formulario App,Error de Autenticación / Login,Crítica,10.77,4
TCK-2024-00570,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Web Browser,Redes Sociales,Falla en Reproducción / Error System,Baja,96.26,2
TCK-2024-00571,2026-08-27 11:09:57,2026-08-31 21:45:31,Colombia,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00572,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Android,Formulario App,Falla en Reproducción / Error System,Media,10.91,3
TCK-2024-00573,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,iOS,Formulario App,Interfaz No Responsiva / UX,Crítica,47.71,1
TCK-2024-00574,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Web Browser,Formulario App,Error de Autenticación / Login,Media,5.47,4
TCK-2024-00575,2026-09-01 18:05:02,2026-09-01 20:21:02,Argentina,iOS,Email Soporte,Error de Autenticación / Login,Alta,2.27,4
TCK-2024-00576,2026-08-29 06:16:18,2026-08-29 17:02:41,Argentina,Smart TV,Redes Sociales,Error de Autenticación / Login,Baja,10.77,4
TCK-2024-00577,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Smart TV,Redes Sociales,Falla en Reproducción / Error System,Crítica,96.26,3
TCK-2024-00578,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,Web Browser,Redes Sociales,Falla en Reproducción / Error System,Baja,106.59,1
TCK-2024-00579,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Baja,10.91,4
TCK-2024-00580,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,iOS,ChatBot Web,Interfaz No Responsiva / UX,Alta,47.71,3
TCK-2024-00581,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,Android,Email Soporte,Error de Autenticación / Login,Alta,5.47,4
TCK-2024-00582,2026-09-01 18:05:02,2026-09-01 20:21:02,Argentina,Android,Redes Sociales,Error de Autenticación / Login,Alta,2.27,5
TCK-2024-00583,2026-08-29 06:16:18,2026-08-29 17:02:41,Perú,Web Browser,ChatBot Web,Error de Autenticación / Login,Media,10.77,4
TCK-2024-00584,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Web Browser,Redes Sociales,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00585,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,Android,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00586,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,Android,ChatBot Web,Falla en Reproducción / Error System,Baja,10.91,4
TCK-2024-00587,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,Smart TV,ChatBot Web,Interfaz No Responsiva / UX,Crítica,47.71,1
TCK-2024-00588,2026-08-22 20:22:44,2026-08-23 01:50:47,México,Web Browser,Email Soporte,Error de Autenticación / Login,Crítica,5.47,3
TCK-2024-00589,2026-09-01 18:05:02,2026-09-01 20:21:02,Colombia,Web Browser,Redes Sociales,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00590,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Web Browser,ChatBot Web,Error de Autenticación / Login,Alta,10.77,3
TCK-2024-00591,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Web Browser,Formulario App,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00592,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00593,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,Web Browser,Email Soporte,Falla en Reproducción / Error System,Media,10.91,3
TCK-2024-00594,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,iOS,Redes Sociales,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00595,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Android,Email Soporte,Error de Autenticación / Login,Baja,5.47,3
TCK-2024-00596,2026-09-01 18:05:02,2026-09-01 20:21:02,Colombia,Android,Redes Sociales,Error de Autenticación / Login,Crítica,2.27,4
TCK-2024-00597,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Web Browser,Email Soporte,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00598,2026-08-28 06:54:07,2026-09-01 07:09:27,Perú,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00599,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,Smart TV,Formulario App,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00600,2026-08-27 10:52:04,2026-08-27 21:46:43,México,iOS,Email Soporte,Falla en Reproducción / Error System,Media,10.91,2
TCK-2024-00601,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,Android,Formulario App,Interfaz No Responsiva / UX,Alta,47.71,2
TCK-2024-00602,2026-08-22 20:22:44,2026-08-23 01:50:47,México,iOS,Redes Sociales,Error de Autenticación / Login,Media,5.47,2
TCK-2024-00603,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,iOS,Email Soporte,Error de Autenticación / Login,Media,2.27,4
TCK-2024-00604,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Smart TV,Formulario App,Error de Autenticación / Login,Alta,10.77,3
TCK-2024-00605,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Baja,96.26,1
TCK-2024-00606,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,Android,Redes Sociales,Falla en Reproducción / Error System,Baja,106.59,2
TCK-2024-00607,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Web Browser,Redes Sociales,Falla en Reproducción / Error System,Baja,10.91,2
TCK-2024-00608,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,iOS,Email Soporte,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00609,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,Android,ChatBot Web,Error de Autenticación / Login,Alta,5.47,3
TCK-2024-00610,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,iOS,Redes Sociales,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00611,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Web Browser,Email Soporte,Error de Autenticación / Login,Media,10.77,2
TCK-2024-00612,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,iOS,Email Soporte,Falla en Reproducción / Error System,Baja,96.26,3
TCK-2024-00613,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,iOS,Email Soporte,Falla en Reproducción / Error System,Baja,106.59,2
TCK-2024-00614,2026-08-27 10:52:04,2026-08-27 21:46:43,Colombia,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Alta,10.91,3
TCK-2024-00615,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Web Browser,Formulario App,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00616,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,iOS,ChatBot Web,Error de Autenticación / Login,Media,5.47,4
TCK-2024-00617,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Web Browser,Redes Sociales,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00618,2026-08-29 06:16:18,2026-08-29 17:02:41,Perú,iOS,ChatBot Web,Error de Autenticación / Login,Media,10.77,4
TCK-2024-00619,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Smart TV,Email Soporte,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00620,2026-08-27 11:09:57,2026-08-31 21:45:31,Colombia,iOS,Email Soporte,Falla en Reproducción / Error System,Crítica,106.59,1
TCK-2024-00621,2026-08-27 10:52:04,2026-08-27 21:46:43,México,iOS,Formulario App,Falla en Reproducción / Error System,Baja,10.91,3
TCK-2024-00622,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,Android,Redes Sociales,Interfaz No Responsiva / UX,Media,47.71,2
TCK-2024-00623,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Smart TV,ChatBot Web,Error de Autenticación / Login,Baja,5.47,3
TCK-2024-00624,2026-09-01 18:05:02,2026-09-01 20:21:02,Argentina,iOS,ChatBot Web,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00625,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Smart TV,ChatBot Web,Error de Autenticación / Login,Baja,10.77,3
TCK-2024-00626,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Android,ChatBot Web,Falla en Reproducción / Error System,Crítica,96.26,2
TCK-2024-00627,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,Web Browser,Redes Sociales,Falla en Reproducción / Error System,Baja,106.59,1
TCK-2024-00628,2026-08-27 10:52:04,2026-08-27 21:46:43,México,Web Browser,Formulario App,Falla en Reproducción / Error System,Alta,10.91,2
TCK-2024-00629,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Web Browser,Formulario App,Interfaz No Responsiva / UX,Alta,47.71,2
TCK-2024-00630,2026-08-22 20:22:44,2026-08-23 01:50:47,México,Smart TV,ChatBot Web,Error de Autenticación / Login,Alta,5.47,4
TCK-2024-00631,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,iOS,Email Soporte,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00632,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Android,ChatBot Web,Error de Autenticación / Login,Baja,10.77,3
TCK-2024-00633,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,iOS,Redes Sociales,Falla en Reproducción / Error System,Alta,96.26,1
TCK-2024-00634,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,iOS,Email Soporte,Falla en Reproducción / Error System,Baja,106.59,2
TCK-2024-00635,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,iOS,Email Soporte,Falla en Reproducción / Error System,Alta,10.91,3
TCK-2024-00636,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,iOS,Formulario App,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00637,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Web Browser,ChatBot Web,Error de Autenticación / Login,Media,5.47,2
TCK-2024-00638,2026-09-01 18:05:02,2026-09-01 20:21:02,Perú,iOS,Redes Sociales,Error de Autenticación / Login,Media,2.27,4
TCK-2024-00639,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,iOS,Email Soporte,Error de Autenticación / Login,Crítica,10.77,3
TCK-2024-00640,2026-08-28 06:54:07,2026-09-01 07:09:27,México,iOS,ChatBot Web,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00641,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,Smart TV,Redes Sociales,Falla en Reproducción / Error System,Alta,106.59,1
TCK-2024-00642,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,iOS,Email Soporte,Falla en Reproducción / Error System,Alta,10.91,2
TCK-2024-00643,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,Web Browser,ChatBot Web,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00644,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Web Browser,Email Soporte,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00645,2026-09-01 18:05:02,2026-09-01 20:21:02,Perú,Web Browser,ChatBot Web,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00646,2026-08-29 06:16:18,2026-08-29 17:02:41,Argentina,iOS,Email Soporte,Error de Autenticación / Login,Media,10.77,4
TCK-2024-00647,2026-08-28 06:54:07,2026-09-01 07:09:27,Perú,Smart TV,Formulario App,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00648,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,Android,Redes Sociales,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00649,2026-08-27 10:52:04,2026-08-27 21:46:43,Colombia,iOS,Formulario App,Falla en Reproducción / Error System,Media,10.91,2
TCK-2024-00650,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,iOS,ChatBot Web,Interfaz No Responsiva / UX,Media,47.71,2
TCK-2024-00651,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,iOS,ChatBot Web,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00652,2026-09-01 18:05:02,2026-09-01 20:21:02,México,Android,Email Soporte,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00653,2026-08-29 06:16:18,2026-08-29 17:02:41,México,Smart TV,Email Soporte,Error de Autenticación / Login,Media,10.77,2
TCK-2024-00654,2026-08-28 06:54:07,2026-09-01 07:09:27,México,Android,Email Soporte,Falla en Reproducción / Error System,Media,96.26,3
TCK-2024-00655,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,iOS,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00656,2026-08-27 10:52:04,2026-08-27 21:46:43,Perú,Android,Email Soporte,Falla en Reproducción / Error System,Alta,10.91,3
TCK-2024-00657,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,Smart TV,Formulario App,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00658,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,Android,ChatBot Web,Error de Autenticación / Login,Crítica,5.47,4
TCK-2024-00659,2026-09-01 18:05:02,2026-09-01 20:21:02,Argentina,Web Browser,Email Soporte,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00660,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,iOS,Redes Sociales,Error de Autenticación / Login,Media,10.77,3
TCK-2024-00661,2026-08-28 06:54:07,2026-09-01 07:09:27,Colombia,Smart TV,ChatBot Web,Falla en Reproducción / Error System,Baja,96.26,1
TCK-2024-00662,2026-08-27 11:09:57,2026-08-31 21:45:31,México,Smart TV,Email Soporte,Falla en Reproducción / Error System,Baja,106.59,3
TCK-2024-00663,2026-08-27 10:52:04,2026-08-27 21:46:43,México,Android,Formulario App,Falla en Reproducción / Error System,Media,10.91,3
TCK-2024-00664,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,Android,Formulario App,Interfaz No Responsiva / UX,Baja,47.71,2
TCK-2024-00665,2026-08-22 20:22:44,2026-08-23 01:50:47,Perú,Web Browser,Redes Sociales,Error de Autenticación / Login,Media,5.47,4
TCK-2024-00666,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Smart TV,Formulario App,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00667,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,Android,Redes Sociales,Error de Autenticación / Login,Baja,10.77,4
TCK-2024-00668,2026-08-28 06:54:07,2026-09-01 07:09:27,México,Android,Formulario App,Falla en Reproducción / Error System,Crítica,96.26,3
TCK-2024-00669,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,Smart TV,Redes Sociales,Falla en Reproducción / Error System,Media,106.59,2
TCK-2024-00670,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Baja,10.91,3
TCK-2024-00671,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Android,ChatBot Web,Interfaz No Responsiva / UX,Media,47.71,2
TCK-2024-00672,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,Android,Email Soporte,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00673,2026-09-01 18:05:02,2026-09-01 20:21:02,México,iOS,Formulario App,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00674,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Smart TV,ChatBot Web,Error de Autenticación / Login,Alta,10.77,3
TCK-2024-00675,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Smart TV,Email Soporte,Falla en Reproducción / Error System,Baja,96.26,1
TCK-2024-00676,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,Android,ChatBot Web,Falla en Reproducción / Error System,Baja,106.59,1
TCK-2024-00677,2026-08-27 10:52:04,2026-08-27 21:46:43,Colombia,Android,ChatBot Web,Falla en Reproducción / Error System,Media,10.91,4
TCK-2024-00678,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Smart TV,Email Soporte,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00679,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Android,ChatBot Web,Error de Autenticación / Login,Alta,5.47,3
TCK-2024-00680,2026-09-01 18:05:02,2026-09-01 20:21:02,México,Android,Formulario App,Error de Autenticación / Login,Crítica,2.27,4
TCK-2024-00681,2026-08-29 06:16:18,2026-08-29 17:02:41,Chile,iOS,ChatBot Web,Error de Autenticación / Login,Baja,10.77,3
TCK-2024-00682,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,iOS,Formulario App,Falla en Reproducción / Error System,Media,96.26,3
TCK-2024-00683,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,iOS,Formulario App,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00684,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Web Browser,Formulario App,Falla en Reproducción / Error System,Crítica,10.91,3
TCK-2024-00685,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,Android,Email Soporte,Interfaz No Responsiva / UX,Alta,47.71,1
TCK-2024-00686,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Android,ChatBot Web,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00687,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Android,Redes Sociales,Error de Autenticación / Login,Media,2.27,4
TCK-2024-00688,2026-08-29 06:16:18,2026-08-29 17:02:41,Argentina,Smart TV,Email Soporte,Error de Autenticación / Login,Baja,10.77,4
TCK-2024-00689,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,iOS,ChatBot Web,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00690,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,iOS,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00691,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Web Browser,Redes Sociales,Falla en Reproducción / Error System,Media,10.91,2
TCK-2024-00692,2026-08-27 00:19:15,2026-08-29 00:02:05,Colombia,Web Browser,Email Soporte,Interfaz No Responsiva / UX,Crítica,47.71,1
TCK-2024-00693,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Android,ChatBot Web,Error de Autenticación / Login,Crítica,5.47,3
TCK-2024-00694,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Smart TV,Formulario App,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00695,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Smart TV,Redes Sociales,Error de Autenticación / Login,Baja,10.77,4
TCK-2024-00696,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,iOS,ChatBot Web,Falla en Reproducción / Error System,Baja,96.26,1
TCK-2024-00697,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,iOS,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00698,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Crítica,10.91,3
TCK-2024-00699,2026-08-27 00:19:15,2026-08-29 00:02:05,Chile,iOS,Email Soporte,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00700,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,Android,Redes Sociales,Error de Autenticación / Login,Media,5.47,2
TCK-2024-00701,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Web Browser,Redes Sociales,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00702,2026-08-29 06:16:18,2026-08-29 17:02:41,Perú,Web Browser,ChatBot Web,Error de Autenticación / Login,Media,10.77,2
TCK-2024-00703,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Android,Redes Sociales,Falla en Reproducción / Error System,Baja,96.26,1
TCK-2024-00704,2026-08-27 11:09:57,2026-08-31 21:45:31,México,Android,Email Soporte,Falla en Reproducción / Error System,Alta,106.59,3
TCK-2024-00705,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,Android,Formulario App,Falla en Reproducción / Error System,Baja,10.91,2
TCK-2024-00706,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,Web Browser,Redes Sociales,Interfaz No Responsiva / UX,Baja,47.71,3
TCK-2024-00707,2026-08-22 20:22:44,2026-08-23 01:50:47,México,iOS,Formulario App,Error de Autenticación / Login,Media,5.47,4
TCK-2024-00708,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,iOS,Email Soporte,Error de Autenticación / Login,Baja,2.27,5
TCK-2024-00709,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Smart TV,Email Soporte,Error de Autenticación / Login,Crítica,10.77,3
TCK-2024-00710,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Smart TV,Email Soporte,Falla en Reproducción / Error System,Baja,96.26,3
TCK-2024-00711,2026-08-27 11:09:57,2026-08-31 21:45:31,Perú,Web Browser,Formulario App,Falla en Reproducción / Error System,Crítica,106.59,1
TCK-2024-00712,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Android,Formulario App,Falla en Reproducción / Error System,Media,10.91,3
TCK-2024-00713,2026-08-27 00:19:15,2026-08-29 00:02:05,México,Android,Formulario App,Interfaz No Responsiva / UX,Baja,47.71,1
TCK-2024-00714,2026-08-22 20:22:44,2026-08-23 01:50:47,Chile,iOS,ChatBot Web,Error de Autenticación / Login,Media,5.47,3
TCK-2024-00715,2026-09-01 18:05:02,2026-09-01 20:21:02,Chile,Android,Redes Sociales,Error de Autenticación / Login,Media,2.27,5
TCK-2024-00716,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Smart TV,Email Soporte,Error de Autenticación / Login,Media,10.77,4
TCK-2024-00717,2026-08-28 06:54:07,2026-09-01 07:09:27,Argentina,Android,ChatBot Web,Falla en Reproducción / Error System,Crítica,96.26,2
TCK-2024-00718,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,iOS,Redes Sociales,Falla en Reproducción / Error System,Baja,106.59,1
TCK-2024-00719,2026-08-27 10:52:04,2026-08-27 21:46:43,Chile,Android,Email Soporte,Falla en Reproducción / Error System,Alta,10.91,4
TCK-2024-00720,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,Web Browser,Redes Sociales,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00721,2026-08-22 20:22:44,2026-08-23 01:50:47,Argentina,Smart TV,ChatBot Web,Error de Autenticación / Login,Media,5.47,2
TCK-2024-00722,2026-09-01 18:05:02,2026-09-01 20:21:02,Perú,Web Browser,Formulario App,Error de Autenticación / Login,Baja,2.27,4
TCK-2024-00723,2026-08-29 06:16:18,2026-08-29 17:02:41,Colombia,Smart TV,Formulario App,Error de Autenticación / Login,Crítica,10.77,4
TCK-2024-00724,2026-08-28 06:54:07,2026-09-01 07:09:27,Perú,iOS,Redes Sociales,Falla en Reproducción / Error System,Alta,96.26,1
TCK-2024-00725,2026-08-27 11:09:57,2026-08-31 21:45:31,Argentina,iOS,Email Soporte,Falla en Reproducción / Error System,Media,106.59,3
TCK-2024-00726,2026-08-27 10:52:04,2026-08-27 21:46:43,Argentina,Android,Redes Sociales,Falla en Reproducción / Error System,Alta,10.91,4
TCK-2024-00727,2026-08-27 00:19:15,2026-08-29 00:02:05,Argentina,iOS,Email Soporte,Interfaz No Responsiva / UX,Media,47.71,2
TCK-2024-00728,2026-08-22 20:22:44,2026-08-23 01:50:47,México,Android,ChatBot Web,Error de Autenticación / Login,Media,5.47,4
TCK-2024-00729,2026-09-01 18:05:02,2026-09-01 20:21:02,México,Web Browser,Redes Sociales,Error de Autenticación / Login,Baja,2.27,4
TCK-2024-00730,2026-08-29 06:16:18,2026-08-29 17:02:41,Perú,Web Browser,Formulario App,Error de Autenticación / Login,Alta,10.77,2
TCK-2024-00731,2026-08-28 06:54:07,2026-09-01 07:09:27,Chile,Web Browser,ChatBot Web,Falla en Reproducción / Error System,Media,96.26,2
TCK-2024-00732,2026-08-27 11:09:57,2026-08-31 21:45:31,Chile,iOS,ChatBot Web,Falla en Reproducción / Error System,Media,106.59,1
TCK-2024-00733,2026-08-27 10:52:04,2026-08-27 21:46:43,Colombia,Web Browser,Email Soporte,Falla en Reproducción / Error System,Media,10.91,2
TCK-2024-00734,2026-08-27 00:19:15,2026-08-29 00:02:05,Perú,Web Browser,Email Soporte,Interfaz No Responsiva / UX,Media,47.71,1
TCK-2024-00735,2026-08-22 20:22:44,2026-08-23 01:50:47,Colombia,Web Browser,ChatBot Web,Error de Autenticación / Login,Baja,5.47,3
TCK-2024-00736,2026-09-01 18:05:02,2026-09-01 20:21:02,Colombia,Web Browser,Formulario App,Error de Autenticación / Login,Alta,2.27,4
TCK-2024-00737,2026-08-29 06:16:18,2026-08-29 17:02:41,Argentina,Smart TV,ChatBot Web,Error de Autenticación / Login,Baja,10.77,3
TCK-2024-00738,2026-08-28 06:54:07,2026-09-01 07:09:27,Colombia,Android,Email Soporte,Falla en Reproducción / Error System,Media,96.26,1
TCK-2024-00739,2026-08-27 11:09:57,2026-08-31 21:45:31,Colombia,Android,Formulario App,Falla en Reproducción / Error System,Baja,106.59,1
